,Year,Location Short,Location,Data Value 1,Data Value 2,Low Confidence Limit,High Confidence Limit,Lat and Long,Location ID,Category
102230,2015,PR,Puerto Rico,,,,,"(18.220833, -66.590149)",72,RACE
102231,2015,RI,Rhode Island,3.5,3.5,2.2,4.8,"(41.70828019300046, -71.52247031399963)",44,RACE
102232,2015,RI,Rhode Island,4.3,4.3,3.9,4.7,"(41.70828019300046, -71.52247031399963)",44,GENDER
102233,2015,RI,Rhode Island,4.8,4.8,3.6,6.0,"(41.70828019300046, -71.52247031399963)",44,RACE
102234,2015,RI,Rhode Island,4.0,4.0,3.4,4.6,"(41.70828019300046, -71.52247031399963)",44,GENDER
102235,2015,RI,Rhode Island,5.1,5.1,2.3,7.9,"(41.70828019300046, -71.52247031399963)",44,RACE
102236,2015,RI,Rhode Island,4.7,4.7,2.5,6.8,"(41.70828019300046, -71.52247031399963)",44,RACE
102237,2015,RI,Rhode Island,4.2,4.2,3.8,4.5,"(41.70828019300046, -71.52247031399963)",44,OVERALL
102238,2015,RI,Rhode Island,4.2,4.2,3.8,4.6,"(41.70828019300046, -71.52247031399963)",44,RACE
102239,2015,SC,South Carolina,4.2,4.2,3.7,4.6,"(33.998821303000454, -81.04537120699968)",45,RACE
102240,2015,SC,South Carolina,4.9,4.9,4.5,5.2,"(33.998821303000454, -81.04537120699968)",45,GENDER
102241,2015,SC,South Carolina,3.1,3.1,1.8,4.4,"(33.998821303000454, -81.04537120699968)",45,RACE
102242,2015,SC,South Carolina,3.7,3.7,3.4,4.1,"(33.998821303000454, -81.04537120699968)",45,GENDER
102243,2015,SC,South Carolina,9.5,9.5,6.6,12.3,"(33.998821303000454, -81.04537120699968)",45,RACE
102244,2015,SC,South Carolina,3.9,3.9,2.6,5.1,"(33.998821303000454, -81.04537120699968)",45,RACE
102245,2015,SC,South Carolina,4.3,4.3,4.1,4.6,"(33.998821303000454, -81.04537120699968)",45,OVERALL
102246,2015,SC,South Carolina,4.3,4.3,4.0,4.7,"(33.998821303000454, -81.04537120699968)",45,RACE
102247,2015,SD,South Dakota,,,,,"(44.353130053000484, -100.3735306369997)",46,RACE
102248,2015,SD,South Dakota,3.0,3.0,2.6,3.4,"(44.353130053000484, -100.3735306369997)",46,GENDER
102249,2015,SD,South Dakota,3.1,3.1,1.9,4.3,"(44.353130053000484, -100.3735306369997)",46,RACE
102250,2015,SD,South Dakota,2.1,2.1,1.7,2.4,"(44.353130053000484, -100.3735306369997)",46,GENDER
102251,2015,SD,South Dakota,5.6,5.6,3.1,8.1,"(44.353130053000484, -100.3735306369997)",46,RACE
102252,2015,SD,South Dakota,2.7,2.7,2.1,3.4,"(44.353130053000484, -100.3735306369997)",46,RACE
102253,2015,SD,South Dakota,2.5,2.5,2.3,2.8,"(44.353130053000484, -100.3735306369997)",46,OVERALL
102254,2015,SD,South Dakota,2.4,2.4,2.1,2.6,"(44.353130053000484, -100.3735306369997)",46,RACE
102255,2015,TN,Tennessee,3.9,3.9,3.0,4.9,"(35.68094058000048, -85.77449091399967)",47,RACE
102256,2015,TN,Tennessee,4.9,4.9,4.5,5.4,"(35.68094058000048, -85.77449091399967)",47,GENDER
102257,2015,TN,Tennessee,,,,,"(35.68094058000048, -85.77449091399967)",47,RACE
102258,2015,TN,Tennessee,3.7,3.7,3.2,4.3,"(35.68094058000048, -85.77449091399967)",47,GENDER
102259,2015,TN,Tennessee,5.5,5.5,3.0,8.0,"(35.68094058000048, -85.77449091399967)",47,RACE
102260,2015,TN,Tennessee,,,,,"(35.68094058000048, -85.77449091399967)",47,RACE
102261,2015,TN,Tennessee,4.4,4.4,4.0,4.7,"(35.68094058000048, -85.77449091399967)",47,OVERALL
102262,2015,TN,Tennessee,4.5,4.5,4.1,4.9,"(35.68094058000048, -85.77449091399967)",47,RACE
102263,2015,TX,Texas,3.8,3.8,3.0,4.7,"(31.827240407000488, -99.42677020599967)",48,RACE
102264,2015,TX,Texas,3.7,3.7,3.3,4.0,"(31.827240407000488, -99.42677020599967)",48,GENDER
102265,2015,TX,Texas,2.9,2.9,2.5,3.3,"(31.827240407000488, -99.42677020599967)",48,RACE
102266,2015,TX,Texas,2.7,2.7,2.4,3.0,"(31.827240407000488, -99.42677020599967)",48,GENDER
102267,2015,TX,Texas,4.1,4.1,2.0,6.1,"(31.827240407000488, -99.42677020599967)",48,RACE
102268,2015,TX,Texas,2.8,2.8,1.8,3.8,"(31.827240407000488, -99.42677020599967)",48,RACE
102269,2015,TX,Texas,3.2,3.2,3.0,3.4,"(31.827240407000488, -99.42677020599967)",48,OVERALL
102270,2015,TX,Texas,3.5,3.5,3.2,3.9,"(31.827240407000488, -99.42677020599967)",48,RACE
102271,2015,US,United States,4.2,4.2,4.0,4.4,,59,GENDER
102272,2015,US,United States,3.1,3.1,3.0,3.3,,59,GENDER
102273,2015,US,United States,3.7,3.7,3.5,3.9,,59,OVERALL
102274,2015,UT,Utah,,,,,"(39.360700171000474, -111.58713063499971)",49,RACE
102275,2015,UT,Utah,4.3,4.3,4.0,4.5,"(39.360700171000474, -111.58713063499971)",49,GENDER
102276,2015,UT,Utah,3.1,3.1,2.4,3.8,"(39.360700171000474, -111.58713063499971)",49,RACE
102277,2015,UT,Utah,2.8,2.8,2.5,3.0,"(39.360700171000474, -111.58713063499971)",49,GENDER
102278,2015,UT,Utah,5.1,5.1,3.0,7.2,"(39.360700171000474, -111.58713063499971)",49,RACE
102279,2015,UT,Utah,3.7,3.7,2.4,5.0,"(39.360700171000474, -111.58713063499971)",49,RACE
102280,2015,UT,Utah,3.5,3.5,3.4,3.7,"(39.360700171000474, -111.58713063499971)",49,OVERALL
102281,2015,UT,Utah,3.6,3.6,3.4,3.7,"(39.360700171000474, -111.58713063499971)",49,RACE
102282,2015,VA,Virginia,3.6,3.6,3.1,4.2,"(37.54268067400045, -78.45789046299967)",51,RACE
102283,2015,VA,Virginia,3.9,3.9,3.6,4.2,"(37.54268067400045, -78.45789046299967)",51,GENDER
102284,2015,VA,Virginia,2.7,2.7,1.8,3.6,"(37.54268067400045, -78.45789046299967)",51,RACE
102285,2015,VA,Virginia,2.7,2.7,2.4,3.0,"(37.54268067400045, -78.45789046299967)",51,GENDER
102286,2015,VA,Virginia,4.4,4.4,2.5,6.3,"(37.54268067400045, -78.45789046299967)",51,RACE
102287,2015,VA,Virginia,1.7,1.7,1.1,2.4,"(37.54268067400045, -78.45789046299967)",51,RACE
102288,2015,VA,Virginia,3.3,3.3,3.1,3.5,"(37.54268067400045, -78.45789046299967)",51,OVERALL
102289,2015,VA,Virginia,3.4,3.4,3.2,3.7,"(37.54268067400045, -78.45789046299967)",51,RACE
102290,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
102291,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102292,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
102293,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102294,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
102295,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
102296,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,OVERALL
102297,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,RACE
102298,2015,VT,Vermont,,,,,"(43.62538123900049, -72.51764079099962)",50,RACE
102299,2015,VT,Vermont,4.0,4.0,3.6,4.4,"(43.62538123900049, -72.51764079099962)",50,GENDER
102300,2015,VT,Vermont,4.9,4.9,2.8,6.9,"(43.62538123900049, -72.51764079099962)",50,RACE
102301,2015,VT,Vermont,3.3,3.3,2.9,3.7,"(43.62538123900049, -72.51764079099962)",50,GENDER
102302,2015,VT,Vermont,8.1,8.1,5.2,10.9,"(43.62538123900049, -72.51764079099962)",50,RACE
102303,2015,VT,Vermont,4.2,4.2,2.7,5.6,"(43.62538123900049, -72.51764079099962)",50,RACE
102304,2015,VT,Vermont,3.6,3.6,3.3,3.9,"(43.62538123900049, -72.51764079099962)",50,OVERALL
102305,2015,VT,Vermont,3.6,3.6,3.3,3.9,"(43.62538123900049, -72.51764079099962)",50,RACE
102306,2015,WA,Washington,3.8,3.8,2.8,4.8,"(47.52227862900048, -120.47001078999972)",53,RACE
102307,2015,WA,Washington,4.2,4.2,3.9,4.4,"(47.52227862900048, -120.47001078999972)",53,GENDER
102308,2015,WA,Washington,3.9,3.9,3.2,4.5,"(47.52227862900048, -120.47001078999972)",53,RACE
102309,2015,WA,Washington,3.2,3.2,3.0,3.5,"(47.52227862900048, -120.47001078999972)",53,GENDER
102310,2015,WA,Washington,5.8,5.8,4.2,7.3,"(47.52227862900048, -120.47001078999972)",53,RACE
102311,2015,WA,Washington,2.9,2.9,2.4,3.5,"(47.52227862900048, -120.47001078999972)",53,RACE
102312,2015,WA,Washington,3.7,3.7,3.5,3.9,"(47.52227862900048, -120.47001078999972)",53,OVERALL
102313,2015,WA,Washington,3.8,3.8,3.6,4.0,"(47.52227862900048, -120.47001078999972)",53,RACE
102314,2015,WI,Wisconsin,4.4,4.4,2.9,5.9,"(44.39319117400049, -89.81637074199966)",55,RACE
102315,2015,WI,Wisconsin,3.9,3.9,3.5,4.3,"(44.39319117400049, -89.81637074199966)",55,GENDER
102316,2015,WI,Wisconsin,5.7,5.7,3.4,7.9,"(44.39319117400049, -89.81637074199966)",55,RACE
102317,2015,WI,Wisconsin,3.0,3.0,2.6,3.4,"(44.39319117400049, -89.81637074199966)",55,GENDER
102318,2015,WI,Wisconsin,9.2,9.2,5.8,12.7,"(44.39319117400049, -89.81637074199966)",55,RACE
102319,2015,WI,Wisconsin,4.3,4.3,2.6,6.1,"(44.39319117400049, -89.81637074199966)",55,RACE
102320,2015,WI,Wisconsin,3.5,3.5,3.2,3.8,"(44.39319117400049, -89.81637074199966)",55,OVERALL
102321,2015,WI,Wisconsin,3.3,3.3,3.0,3.6,"(44.39319117400049, -89.81637074199966)",55,RACE
102322,2015,WV,West Virginia,4.8,4.8,3.3,6.2,"(38.66551020200046, -80.71264013499967)",54,RACE
102323,2015,WV,West Virginia,5.6,5.6,5.2,6.1,"(38.66551020200046, -80.71264013499967)",54,GENDER
102324,2015,WV,West Virginia,,,,,"(38.66551020200046, -80.71264013499967)",54,RACE
102325,2015,WV,West Virginia,3.9,3.9,3.5,4.3,"(38.66551020200046, -80.71264013499967)",54,GENDER
102326,2015,WV,West Virginia,3.5,3.5,1.6,5.5,"(38.66551020200046, -80.71264013499967)",54,RACE
102327,2015,WV,West Virginia,7.8,7.8,4.0,11.7,"(38.66551020200046, -80.71264013499967)",54,RACE
102328,2015,WV,West Virginia,4.8,4.8,4.5,5.1,"(38.66551020200046, -80.71264013499967)",54,OVERALL
102329,2015,WV,West Virginia,4.7,4.7,4.4,5.0,"(38.66551020200046, -80.71264013499967)",54,RACE
102330,2015,WY,Wyoming,,,,,"(43.23554134300048, -108.10983035299967)",56,RACE
102331,2015,WY,Wyoming,4.2,4.2,3.6,4.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
102332,2015,WY,Wyoming,3.5,3.5,2.1,4.9,"(43.23554134300048, -108.10983035299967)",56,RACE
102333,2015,WY,Wyoming,3.2,3.2,2.6,3.8,"(43.23554134300048, -108.10983035299967)",56,GENDER
102334,2015,WY,Wyoming,,,,,"(43.23554134300048, -108.10983035299967)",56,RACE
102335,2015,WY,Wyoming,3.6,3.6,1.6,5.5,"(43.23554134300048, -108.10983035299967)",56,RACE
102336,2015,WY,Wyoming,3.7,3.7,3.3,4.1,"(43.23554134300048, -108.10983035299967)",56,OVERALL
102337,2015,WY,Wyoming,3.6,3.6,3.2,4.0,"(43.23554134300048, -108.10983035299967)",56,RACE
102338,2015,AK,Alaska,,,,,"(64.84507995700051, -147.72205903599973)",2,RACE
102339,2015,AK,Alaska,4.0,4.0,3.4,4.6,"(64.84507995700051, -147.72205903599973)",2,GENDER
102340,2015,AK,Alaska,4.1,4.1,1.8,6.5,"(64.84507995700051, -147.72205903599973)",2,RACE
102341,2015,AK,Alaska,3.1,3.1,2.6,3.6,"(64.84507995700051, -147.72205903599973)",2,GENDER
102342,2015,AK,Alaska,4.4,4.4,2.9,6.0,"(64.84507995700051, -147.72205903599973)",2,RACE
102343,2015,AK,Alaska,3.2,3.2,2.3,4.1,"(64.84507995700051, -147.72205903599973)",2,RACE
102344,2015,AK,Alaska,3.5,3.5,3.1,3.9,"(64.84507995700051, -147.72205903599973)",2,OVERALL
102345,2015,AK,Alaska,3.3,3.3,2.9,3.8,"(64.84507995700051, -147.72205903599973)",2,RACE
102346,2015,AL,Alabama,4.2,4.2,3.7,4.8,"(32.84057112200048, -86.63186076199969)",1,RACE
102347,2015,AL,Alabama,5.0,5.0,4.6,5.4,"(32.84057112200048, -86.63186076199969)",1,GENDER
102348,2015,AL,Alabama,,,,,"(32.84057112200048, -86.63186076199969)",1,RACE
102349,2015,AL,Alabama,3.5,3.5,3.2,3.9,"(32.84057112200048, -86.63186076199969)",1,GENDER
102350,2015,AL,Alabama,4.1,4.1,1.9,6.3,"(32.84057112200048, -86.63186076199969)",1,RACE
102351,2015,AL,Alabama,3.7,3.7,2.2,5.3,"(32.84057112200048, -86.63186076199969)",1,RACE
102352,2015,AL,Alabama,4.3,4.3,4.0,4.6,"(32.84057112200048, -86.63186076199969)",1,OVERALL
102353,2015,AL,Alabama,4.5,4.5,4.1,4.8,"(32.84057112200048, -86.63186076199969)",1,RACE
102354,2015,AR,Arkansas,5.0,5.0,3.7,6.2,"(34.74865012400045, -92.27449074299966)",5,RACE
102355,2015,AR,Arkansas,5.1,5.1,4.5,5.8,"(34.74865012400045, -92.27449074299966)",5,GENDER
102356,2015,AR,Arkansas,2.9,2.9,1.3,4.5,"(34.74865012400045, -92.27449074299966)",5,RACE
102357,2015,AR,Arkansas,4.2,4.2,3.5,4.9,"(34.74865012400045, -92.27449074299966)",5,GENDER
102358,2015,AR,Arkansas,5.8,5.8,2.6,9.1,"(34.74865012400045, -92.27449074299966)",5,RACE
102359,2015,AR,Arkansas,3.9,3.9,2.4,5.3,"(34.74865012400045, -92.27449074299966)",5,RACE
102360,2015,AR,Arkansas,4.7,4.7,4.2,5.1,"(34.74865012400045, -92.27449074299966)",5,OVERALL
102361,2015,AR,Arkansas,4.8,4.8,4.2,5.3,"(34.74865012400045, -92.27449074299966)",5,RACE
102362,2015,AZ,Arizona,4.2,4.2,2.5,5.8,"(34.865970280000454, -111.76381127699972)",4,RACE
102363,2015,AZ,Arizona,4.0,4.0,3.7,4.4,"(34.865970280000454, -111.76381127699972)",4,GENDER
102364,2015,AZ,Arizona,3.8,3.8,3.2,4.4,"(34.865970280000454, -111.76381127699972)",4,RACE
102365,2015,AZ,Arizona,3.5,3.5,3.1,3.9,"(34.865970280000454, -111.76381127699972)",4,GENDER
102366,2015,AZ,Arizona,8.3,8.3,4.7,11.9,"(34.865970280000454, -111.76381127699972)",4,RACE
102367,2015,AZ,Arizona,3.8,3.8,2.7,4.9,"(34.865970280000454, -111.76381127699972)",4,RACE
102368,2015,AZ,Arizona,3.8,3.8,3.5,4.0,"(34.865970280000454, -111.76381127699972)",4,OVERALL
102369,2015,AZ,Arizona,3.7,3.7,3.4,4.0,"(34.865970280000454, -111.76381127699972)",4,RACE
102370,2015,CA,California,4.6,4.6,3.8,5.4,"(37.63864012300047, -120.99999953799971)",6,RACE
102371,2015,CA,California,4.0,4.0,3.7,4.2,"(37.63864012300047, -120.99999953799971)",6,GENDER
102372,2015,CA,California,3.4,3.4,3.1,3.7,"(37.63864012300047, -120.99999953799971)",6,RACE
102373,2015,CA,California,3.1,3.1,2.9,3.4,"(37.63864012300047, -120.99999953799971)",6,GENDER
102374,2015,CA,California,4.7,4.7,3.6,5.9,"(37.63864012300047, -120.99999953799971)",6,RACE
102375,2015,CA,California,2.9,2.9,2.4,3.4,"(37.63864012300047, -120.99999953799971)",6,RACE
102376,2015,CA,California,3.6,3.6,3.4,3.7,"(37.63864012300047, -120.99999953799971)",6,OVERALL
102377,2015,CA,California,3.7,3.7,3.5,4.0,"(37.63864012300047, -120.99999953799971)",6,RACE
102378,2015,CO,Colorado,3.2,3.2,2.0,4.3,"(38.843840757000464, -106.13361092099967)",8,RACE
102379,2015,CO,Colorado,3.8,3.8,3.6,4.1,"(38.843840757000464, -106.13361092099967)",8,GENDER
102380,2015,CO,Colorado,3.9,3.9,3.3,4.4,"(38.843840757000464, -106.13361092099967)",8,RACE
102381,2015,CO,Colorado,3.1,3.1,2.9,3.4,"(38.843840757000464, -106.13361092099967)",8,GENDER
102382,2015,CO,Colorado,6.1,6.1,4.1,8.0,"(38.843840757000464, -106.13361092099967)",8,RACE
102383,2015,CO,Colorado,3.5,3.5,2.3,4.7,"(38.843840757000464, -106.13361092099967)",8,RACE
102384,2015,CO,Colorado,3.5,3.5,3.3,3.7,"(38.843840757000464, -106.13361092099967)",8,OVERALL
102385,2015,CO,Colorado,3.3,3.3,3.1,3.5,"(38.843840757000464, -106.13361092099967)",8,RACE
102386,2015,CT,Connecticut,3.3,3.3,2.6,4.0,"(41.56266102000046, -72.64984095199964)",9,RACE
102387,2015,CT,Connecticut,4.1,4.1,3.8,4.4,"(41.56266102000046, -72.64984095199964)",9,GENDER
102388,2015,CT,Connecticut,4.9,4.9,4.1,5.6,"(41.56266102000046, -72.64984095199964)",9,RACE
102389,2015,CT,Connecticut,3.1,3.1,2.8,3.4,"(41.56266102000046, -72.64984095199964)",9,GENDER
102390,2015,CT,Connecticut,7.0,7.0,4.3,9.6,"(41.56266102000046, -72.64984095199964)",9,RACE
102391,2015,CT,Connecticut,2.7,2.7,1.8,3.7,"(41.56266102000046, -72.64984095199964)",9,RACE
102392,2015,CT,Connecticut,3.6,3.6,3.4,3.8,"(41.56266102000046, -72.64984095199964)",9,OVERALL
102393,2015,CT,Connecticut,3.5,3.5,3.2,3.7,"(41.56266102000046, -72.64984095199964)",9,RACE
102394,2015,DC,District of Columbia,4.4,4.4,3.5,5.3,"(38.907192, -77.036871)",11,RACE
102395,2015,DC,District of Columbia,4.0,4.0,3.3,4.7,"(38.907192, -77.036871)",11,GENDER
102396,2015,DC,District of Columbia,2.4,2.4,1.0,3.7,"(38.907192, -77.036871)",11,RACE
102397,2015,DC,District of Columbia,2.9,2.9,2.2,3.5,"(38.907192, -77.036871)",11,GENDER
102398,2015,DC,District of Columbia,3.2,3.2,1.4,4.9,"(38.907192, -77.036871)",11,RACE
102399,2015,DC,District of Columbia,,,,,"(38.907192, -77.036871)",11,RACE
102400,2015,DC,District of Columbia,3.5,3.5,3.0,4.0,"(38.907192, -77.036871)",11,OVERALL
102401,2015,DC,District of Columbia,2.9,2.9,2.3,3.5,"(38.907192, -77.036871)",11,RACE
102402,2015,DE,Delaware,3.5,3.5,2.4,4.5,"(39.008830667000495, -75.57774116799965)",10,RACE
102403,2015,DE,Delaware,4.1,4.1,3.6,4.7,"(39.008830667000495, -75.57774116799965)",10,GENDER
102404,2015,DE,Delaware,3.6,3.6,2.1,5.1,"(39.008830667000495, -75.57774116799965)",10,RACE
102405,2015,DE,Delaware,3.0,3.0,2.5,3.5,"(39.008830667000495, -75.57774116799965)",10,GENDER
102406,2015,DE,Delaware,,,,,"(39.008830667000495, -75.57774116799965)",10,RACE
102407,2015,DE,Delaware,,,,,"(39.008830667000495, -75.57774116799965)",10,RACE
102408,2015,DE,Delaware,3.6,3.6,3.2,4.0,"(39.008830667000495, -75.57774116799965)",10,OVERALL
102409,2015,DE,Delaware,3.7,3.7,3.3,4.2,"(39.008830667000495, -75.57774116799965)",10,RACE
102410,2015,FL,Florida,3.8,3.8,3.1,4.5,"(28.932040377000476, -81.92896053899966)",12,RACE
102411,2015,FL,Florida,4.5,4.5,4.1,4.8,"(28.932040377000476, -81.92896053899966)",12,GENDER
102412,2015,FL,Florida,5.0,5.0,4.2,5.7,"(28.932040377000476, -81.92896053899966)",12,RACE
102413,2015,FL,Florida,3.7,3.7,3.3,4.1,"(28.932040377000476, -81.92896053899966)",12,GENDER
102414,2015,FL,Florida,6.3,6.3,3.8,8.9,"(28.932040377000476, -81.92896053899966)",12,RACE
102415,2015,FL,Florida,3.3,3.3,2.0,4.6,"(28.932040377000476, -81.92896053899966)",12,RACE
102416,2015,FL,Florida,4.1,4.1,3.8,4.4,"(28.932040377000476, -81.92896053899966)",12,OVERALL
102417,2015,FL,Florida,3.9,3.9,3.6,4.2,"(28.932040377000476, -81.92896053899966)",12,RACE
102418,2015,GA,Georgia,4.2,4.2,3.5,4.9,"(32.83968109300048, -83.62758034599966)",13,RACE
102419,2015,GA,Georgia,4.1,4.1,3.7,4.5,"(32.83968109300048, -83.62758034599966)",13,GENDER
102420,2015,GA,Georgia,3.1,3.1,2.0,4.2,"(32.83968109300048, -83.62758034599966)",13,RACE
102421,2015,GA,Georgia,3.3,3.3,2.9,3.8,"(32.83968109300048, -83.62758034599966)",13,GENDER
102422,2015,GA,Georgia,5.4,5.4,2.8,8.0,"(32.83968109300048, -83.62758034599966)",13,RACE
102423,2015,GA,Georgia,5.0,5.0,2.8,7.2,"(32.83968109300048, -83.62758034599966)",13,RACE
102424,2015,GA,Georgia,3.7,3.7,3.4,4.0,"(32.83968109300048, -83.62758034599966)",13,OVERALL
102425,2015,GA,Georgia,3.4,3.4,3.1,3.8,"(32.83968109300048, -83.62758034599966)",13,RACE
102426,2015,GU,Guam,,,,,"(13.444304, 144.793731)",66,RACE
102427,2015,GU,Guam,3.5,3.5,2.6,4.4,"(13.444304, 144.793731)",66,GENDER
102428,2015,GU,Guam,3.7,3.7,2.1,5.2,"(13.444304, 144.793731)",66,RACE
102429,2015,GU,Guam,3.5,3.5,2.8,4.3,"(13.444304, 144.793731)",66,GENDER
102430,2015,GU,Guam,3.5,3.5,2.1,4.8,"(13.444304, 144.793731)",66,RACE
102431,2015,GU,Guam,3.5,3.5,2.7,4.3,"(13.444304, 144.793731)",66,RACE
102432,2015,GU,Guam,3.5,3.5,2.9,4.1,"(13.444304, 144.793731)",66,OVERALL
102433,2015,GU,Guam,,,,,"(13.444304, 144.793731)",66,RACE
102434,2015,HI,Hawaii,,,,,"(21.304850435000446, -157.85774940299973)",15,RACE
102435,2015,HI,Hawaii,2.9,2.9,2.6,3.2,"(21.304850435000446, -157.85774940299973)",15,GENDER
102436,2015,HI,Hawaii,4.4,4.4,3.3,5.6,"(21.304850435000446, -157.85774940299973)",15,RACE
102437,2015,HI,Hawaii,2.9,2.9,2.5,3.3,"(21.304850435000446, -157.85774940299973)",15,GENDER
102438,2015,HI,Hawaii,3.6,3.6,3.0,4.2,"(21.304850435000446, -157.85774940299973)",15,RACE
102439,2015,HI,Hawaii,2.1,2.1,1.8,2.4,"(21.304850435000446, -157.85774940299973)",15,RACE
102440,2015,HI,Hawaii,2.9,2.9,2.6,3.1,"(21.304850435000446, -157.85774940299973)",15,OVERALL
102441,2015,HI,Hawaii,3.0,3.0,2.6,3.4,"(21.304850435000446, -157.85774940299973)",15,RACE
102442,2015,IA,Iowa,3.2,3.2,1.6,4.8,"(42.46940091300047, -93.81649055599968)",19,RACE
102443,2015,IA,Iowa,3.7,3.7,3.3,4.0,"(42.46940091300047, -93.81649055599968)",19,GENDER
102444,2015,IA,Iowa,2.7,2.7,1.5,3.8,"(42.46940091300047, -93.81649055599968)",19,RACE
102445,2015,IA,Iowa,2.6,2.6,2.3,3.0,"(42.46940091300047, -93.81649055599968)",19,GENDER
102446,2015,IA,Iowa,,,,,"(42.46940091300047, -93.81649055599968)",19,RACE
102447,2015,IA,Iowa,4.0,4.0,2.1,6.0,"(42.46940091300047, -93.81649055599968)",19,RACE
102448,2015,IA,Iowa,3.2,3.2,2.9,3.4,"(42.46940091300047, -93.81649055599968)",19,OVERALL
102449,2015,IA,Iowa,3.1,3.1,2.9,3.4,"(42.46940091300047, -93.81649055599968)",19,RACE
102450,2015,ID,Idaho,,,,,"(43.682630005000476, -114.3637300419997)",16,RACE
102451,2015,ID,Idaho,4.0,4.0,3.6,4.4,"(43.682630005000476, -114.3637300419997)",16,GENDER
102452,2015,ID,Idaho,3.7,3.7,2.8,4.6,"(43.682630005000476, -114.3637300419997)",16,RACE
102453,2015,ID,Idaho,2.8,2.8,2.4,3.2,"(43.682630005000476, -114.3637300419997)",16,GENDER
102454,2015,ID,Idaho,5.9,5.9,2.7,9.0,"(43.682630005000476, -114.3637300419997)",16,RACE
102455,2015,ID,Idaho,3.3,3.3,1.9,4.6,"(43.682630005000476, -114.3637300419997)",16,RACE
102456,2015,ID,Idaho,3.4,3.4,3.1,3.7,"(43.682630005000476, -114.3637300419997)",16,OVERALL
102457,2015,ID,Idaho,3.4,3.4,3.1,3.7,"(43.682630005000476, -114.3637300419997)",16,RACE
102458,2015,IL,Illinois,3.6,3.6,2.8,4.4,"(40.48501028300046, -88.99771017799969)",17,RACE
102459,2015,IL,Illinois,3.8,3.8,3.5,4.2,"(40.48501028300046, -88.99771017799969)",17,GENDER
102460,2015,IL,Illinois,3.8,3.8,3.0,4.6,"(40.48501028300046, -88.99771017799969)",17,RACE
102461,2015,IL,Illinois,3.0,3.0,2.6,3.4,"(40.48501028300046, -88.99771017799969)",17,GENDER
102462,2015,IL,Illinois,4.7,4.7,2.1,7.3,"(40.48501028300046, -88.99771017799969)",17,RACE
102463,2015,IL,Illinois,3.7,3.7,2.4,5.0,"(40.48501028300046, -88.99771017799969)",17,RACE
102464,2015,IL,Illinois,3.4,3.4,3.2,3.7,"(40.48501028300046, -88.99771017799969)",17,OVERALL
102465,2015,IL,Illinois,3.2,3.2,2.9,3.5,"(40.48501028300046, -88.99771017799969)",17,RACE
102466,2015,IN,Indiana,3.8,3.8,2.5,5.0,"(39.766910452000445, -86.14996019399968)",18,RACE
102467,2015,IN,Indiana,4.7,4.7,4.3,5.2,"(39.766910452000445, -86.14996019399968)",18,GENDER
102468,2015,IN,Indiana,2.9,2.9,1.6,4.2,"(39.766910452000445, -86.14996019399968)",18,RACE
102469,2015,IN,Indiana,3.3,3.3,2.9,3.8,"(39.766910452000445, -86.14996019399968)",18,GENDER
102470,2015,IN,Indiana,6.8,6.8,4.0,9.7,"(39.766910452000445, -86.14996019399968)",18,RACE
102471,2015,IN,Indiana,5.5,5.5,3.1,7.9,"(39.766910452000445, -86.14996019399968)",18,RACE
102472,2015,IN,Indiana,4.0,4.0,3.7,4.4,"(39.766910452000445, -86.14996019399968)",18,OVERALL
102473,2015,IN,Indiana,4.0,4.0,3.7,4.4,"(39.766910452000445, -86.14996019399968)",18,RACE
102474,2015,KS,Kansas,4.2,4.2,3.5,5.0,"(38.34774030000045, -98.20078122699965)",20,RACE
102475,2015,KS,Kansas,3.9,3.9,3.7,4.1,"(38.34774030000045, -98.20078122699965)",20,GENDER
102476,2015,KS,Kansas,3.2,3.2,2.7,3.6,"(38.34774030000045, -98.20078122699965)",20,RACE
102477,2015,KS,Kansas,2.5,2.5,2.3,2.6,"(38.34774030000045, -98.20078122699965)",20,GENDER
102478,2015,KS,Kansas,6.8,6.8,5.4,8.1,"(38.34774030000045, -98.20078122699965)",20,RACE
102479,2015,KS,Kansas,3.2,3.2,2.4,4.1,"(38.34774030000045, -98.20078122699965)",20,RACE
102480,2015,KS,Kansas,3.2,3.2,3.0,3.3,"(38.34774030000045, -98.20078122699965)",20,OVERALL
102481,2015,KS,Kansas,3.0,3.0,2.9,3.1,"(38.34774030000045, -98.20078122699965)",20,RACE
102482,2015,KY,Kentucky,3.7,3.7,2.5,4.9,"(37.645970271000465, -84.77497104799966)",21,RACE
102483,2015,KY,Kentucky,4.9,4.9,4.5,5.4,"(37.645970271000465, -84.77497104799966)",21,GENDER
